activity_id,hcp_id,activity_date,sales_rep_id,channel,topic,duration_minutes,engagement_score,sentiment,sample_dropped,follow_up_requested
ACT0000863,HCP0118,2024-06-24,REP007,In-person,Clinical evidence,48,71.4,Positive,False,True
ACT0000864,HCP0120,2025-05-20,REP016,Email,Adherence support,3,55.7,Neutral,False,False
ACT0000865,HCP0078,2024-02-25,REP018,Phone,Patient access,30,41.4,Negative,False,False
ACT0000866,HCP0035,2025-10-08,REP020,In-person,Clinical evidence,18,30.0,Positive,False,False
ACT0000867,HCP0105,2024-01-16,REP014,Video,Clinical evidence,20,17.5,Positive,True,False
ACT0000868,HCP0072,2025-08-28,REP015,In-person,Patient access,15,60.9,Neutral,True,False
ACT0000869,HCP0060,2025-06-07,REP015,Phone,New indication,28,52.4,Positive,False,False
ACT0000870,HCP0057,2025-09-09,REP022,Phone,Patient access,38,51.0,Neutral,False,False
ACT0000871,HCP0056,2024-10-04,REP021,Phone,Patient access,42,42.9,Neutral,False,False
ACT0000872,HCP0109,2024-02-13,REP012,In-person,Dosing discussion,26,54.7,Neutral,False,False
ACT0000873,HCP0070,2025-03-06,REP024,In-person,Clinical evidence,11,44.0,Positive,False,False
ACT0000874,HCP0111,2025-11-27,REP007,In-person,Prior authorization,50,67.8,Positive,True,False
ACT0000875,HCP0106,2025-07-20,REP008,In-person,Dosing discussion,53,80.7,Positive,False,False
ACT0000876,HCP0035,2025-04-23,REP003,In-person,Dosing discussion,40,56.2,Neutral,False,False
ACT0000877,HCP0119,2024-11-23,REP020,Video,Patient access,37,87.8,Negative,False,False
ACT0000878,HCP0043,2024-06-22,REP015,In-person,Patient access,50,50.5,Positive,False,False
ACT0000879,HCP0067,2024-04-04,REP015,Phone,Dosing discussion,28,27.4,Positive,True,False
ACT0000880,HCP0117,2024-02-07,REP020,Email,Patient access,1,93.2,Neutral,False,False
ACT0000881,HCP0120,2025-11-20,REP008,In-person,Prior authorization,35,25.1,Positive,False,False
ACT0000882,HCP0019,2025-11-18,REP007,Phone,Adherence support,32,54.8,Positive,False,False
ACT0000883,HCP0098,2025-04-17,REP017,Phone,Clinical evidence,49,81.7,Neutral,False,False
ACT0000884,HCP0066,2024-11-11,REP001,Video,Adherence support,19,90.8,Neutral,False,False
ACT0000885,HCP0098,2024-05-25,REP017,In-person,Adherence support,26,62.7,Positive,False,False
ACT0000886,HCP0109,2025-12-03,REP006,In-person,Adherence support,53,54.5,Neutral,False,False
ACT0000887,HCP0119,2025-05-14,REP021,In-person,Patient access,18,100.0,Neutral,True,False
ACT0000888,HCP0013,2024-02-15,REP006,Phone,Prior authorization,36,84.4,Positive,True,False
ACT0000889,HCP0018,2024-11-09,REP011,In-person,Clinical evidence,39,87.5,Negative,False,False
ACT0000890,HCP0084,2024-09-10,REP017,Email,Prior authorization,5,75.5,Neutral,False,False
ACT0000891,HCP0007,2025-08-02,REP021,Email,Dosing discussion,1,78.1,Positive,False,True
ACT0000892,HCP0077,2025-06-19,REP022,Email,New indication,2,71.1,Positive,False,True
ACT0000893,HCP0015,2025-06-10,REP007,Phone,New indication,25,63.4,Positive,False,True
ACT0000894,HCP0089,2025-07-24,REP022,Phone,Patient access,29,28.9,Neutral,False,False
ACT0000895,HCP0071,2024-07-09,REP012,In-person,Prior authorization,17,39.2,Neutral,False,True
ACT0000896,HCP0116,2024-11-06,REP012,Video,Clinical evidence,23,79.5,Positive,False,False
ACT0000897,HCP0108,2025-06-25,REP016,Phone,Adherence support,43,90.0,Neutral,False,True
ACT0000898,HCP0040,2024-07-04,REP025,Video,New indication,52,69.6,Neutral,False,False
ACT0000899,HCP0007,2025-02-06,REP015,Conference,Clinical evidence,48,43.9,Positive,False,False
ACT0000900,HCP0072,2025-08-16,REP009,In-person,Adherence support,42,70.0,Positive,True,False
ACT0000901,HCP0064,2025-05-06,REP002,Video,Patient access,45,73.5,Negative,False,True
ACT0000902,HCP0053,2024-09-04,REP022,Video,Adherence support,42,27.9,Positive,False,False
ACT0000903,HCP0079,2024-10-15,REP009,Email,Dosing discussion,5,96.0,Negative,False,False
ACT0000904,HCP0088,2025-04-10,REP021,Video,Dosing discussion,37,83.2,Neutral,False,False
ACT0000905,HCP0077,2024-03-16,REP008,Phone,New indication,14,44.7,Neutral,False,False
ACT0000906,HCP0120,2025-07-31,REP003,Email,Patient access,1,64.3,Neutral,False,True
ACT0000907,HCP0037,2024-01-27,REP025,Phone,Clinical evidence,51,59.3,Positive,False,False
ACT0000908,HCP0065,2025-08-03,REP003,Conference,New indication,50,91.8,Positive,False,False
ACT0000909,HCP0031,2025-08-01,REP025,Phone,Dosing discussion,37,54.6,Positive,False,False
ACT0000910,HCP0085,2025-04-12,REP006,In-person,Dosing discussion,41,42.0,Neutral,True,False
ACT0000911,HCP0003,2024-07-24,REP010,Email,New indication,4,63.6,Neutral,False,False
ACT0000912,HCP0078,2024-10-25,REP004,Email,New indication,4,45.1,Positive,False,False
ACT0000913,HCP0020,2025-03-06,REP020,Video,Clinical evidence,36,85.2,Positive,False,False
ACT0000914,HCP0001,2025-11-20,REP002,In-person,Clinical evidence,32,64.1,Positive,True,False
ACT0000915,HCP0002,2025-09-06,REP014,Email,Clinical evidence,1,42.2,Neutral,False,True
ACT0000916,HCP0082,2024-02-13,REP025,Phone,Prior authorization,51,51.2,Neutral,True,False
ACT0000917,HCP0062,2025-11-25,REP010,Email,Dosing discussion,4,56.5,Neutral,True,False
ACT0000918,HCP0073,2025-05-22,REP005,Phone,New indication,27,59.5,Positive,True,True
ACT0000919,HCP0083,2025-12-09,REP020,Phone,Prior authorization,25,32.9,Neutral,True,False
ACT0000920,HCP0022,2024-09-21,REP016,In-person,Clinical evidence,20,42.4,Positive,False,True
ACT0000921,HCP0077,2025-08-11,REP024,Phone,Prior authorization,37,71.1,Negative,False,False
ACT0000922,HCP0059,2024-03-25,REP011,Email,Dosing discussion,5,91.2,Neutral,True,True
ACT0000923,HCP0090,2025-01-16,REP009,In-person,Adherence support,12,55.3,Positive,True,True
ACT0000924,HCP0063,2024-11-08,REP009,Video,Patient access,34,67.5,Positive,False,False
ACT0000925,HCP0011,2024-07-13,REP005,Phone,Clinical evidence,50,100.0,Neutral,False,False
ACT0000926,HCP0019,2024-08-26,REP014,In-person,Dosing discussion,8,70.4,Neutral,False,True
ACT0000927,HCP0071,2024-01-13,REP024,Video,New indication,45,26.6,Positive,False,True
ACT0000928,HCP0002,2025-04-29,REP017,In-person,Prior authorization,48,76.8,Positive,False,False
ACT0000929,HCP0026,2024-06-13,REP018,In-person,New indication,49,69.9,Positive,False,False
ACT0000930,HCP0116,2024-01-14,REP019,In-person,Patient access,12,56.9,Positive,False,False
ACT0000931,HCP0081,2024-06-21,REP006,Phone,Prior authorization,20,42.9,Positive,False,False
ACT0000932,HCP0104,2025-07-24,REP020,In-person,Adherence support,45,82.0,Positive,False,False
ACT0000933,HCP0101,2025-01-19,REP001,Video,New indication,19,11.3,Positive,True,True
ACT0000934,HCP0101,2024-06-10,REP012,Email,Adherence support,1,57.0,Positive,False,True
ACT0000935,HCP0080,2025-04-03,REP017,In-person,Dosing discussion,34,58.5,Positive,False,False
ACT0000936,HCP0069,2024-05-27,REP005,Email,Patient access,1,51.5,Positive,False,False
ACT0000937,HCP0050,2025-12-17,REP016,Conference,Patient access,25,63.4,Neutral,False,True
ACT0000938,HCP0085,2024-03-20,REP002,Video,Patient access,28,40.7,Neutral,True,False
ACT0000939,HCP0049,2024-10-12,REP006,In-person,Dosing discussion,17,76.7,Neutral,False,False
ACT0000940,HCP0081,2025-01-23,REP020,Video,Prior authorization,24,100.0,Neutral,False,True
ACT0000941,HCP0070,2025-11-17,REP017,Phone,Clinical evidence,45,47.6,Positive,False,False
ACT0000942,HCP0040,2024-03-02,REP024,Phone,Prior authorization,11,74.0,Positive,True,False
ACT0000943,HCP0112,2025-08-13,REP004,Phone,New indication,12,68.9,Neutral,False,False
ACT0000944,HCP0118,2024-07-02,REP021,Email,Dosing discussion,2,69.9,Neutral,False,True
ACT0000945,HCP0083,2025-05-31,REP011,Phone,Clinical evidence,9,56.5,Positive,False,True
ACT0000946,HCP0048,2024-03-30,REP020,Email,Prior authorization,2,66.1,Neutral,False,False
ACT0000947,HCP0013,2024-05-07,REP008,In-person,Patient access,46,70.1,Neutral,True,False
ACT0000948,HCP0092,2025-12-30,REP020,In-person,Clinical evidence,32,81.9,Neutral,True,False
ACT0000949,HCP0099,2025-03-27,REP022,Conference,Prior authorization,18,80.5,Neutral,True,False
ACT0000950,HCP0075,2024-01-19,REP019,Phone,Prior authorization,10,91.6,Positive,True,True
ACT0000951,HCP0007,2025-03-09,REP008,Email,Prior authorization,1,51.2,Neutral,True,True
ACT0000952,HCP0108,2025-06-07,REP022,In-person,New indication,44,69.6,Positive,False,False
ACT0000953,HCP0047,2025-07-31,REP008,In-person,Dosing discussion,34,62.8,Negative,False,False
ACT0000954,HCP0010,2024-07-07,REP003,In-person,Patient access,21,83.1,Positive,True,False
ACT0000955,HCP0048,2025-02-27,REP019,Email,Dosing discussion,4,34.7,Neutral,False,False
ACT0000956,HCP0064,2024-04-23,REP006,In-person,Patient access,43,87.8,Neutral,False,True
ACT0000957,HCP0078,2025-12-05,REP001,Email,Adherence support,5,72.3,Positive,False,False
ACT0000958,HCP0122,2024-06-09,REP003,In-person,Dosing discussion,43,90.0,Positive,False,True
ACT0000959,HCP0105,2024-05-25,REP018,In-person,Prior authorization,28,66.9,Positive,False,False
ACT0000960,HCP0027,2025-05-16,REP001,Email,Patient access,6,62.4,Neutral,False,False
ACT0000961,HCP0035,2024-04-30,REP002,Email,Dosing discussion,4,52.8,Positive,False,False
ACT0000962,HCP0123,2024-04-09,REP025,Video,Clinical evidence,46,57.8,Neutral,True,True
ACT0000963,HCP0080,2025-06-15,REP002,Email,Clinical evidence,1,25.4,Neutral,False,False
ACT0000964,HCP0105,2024-04-17,REP018,Phone,Dosing discussion,41,62.7,Positive,False,False
ACT0000965,HCP0073,2025-12-28,REP013,In-person,Adherence support,20,55.4,Neutral,False,False
ACT0000966,HCP0041,2025-08-17,REP009,Email,Adherence support,3,67.8,Negative,False,False
ACT0000967,HCP0077,2024-06-22,REP024,Phone,Prior authorization,9,51.9,Negative,False,False
ACT0000968,HCP0101,2024-02-22,REP009,In-person,Dosing discussion,24,72.9,Positive,False,True
ACT0000969,HCP0003,2024-02-09,REP005,Email,Dosing discussion,1,63.3,Neutral,True,True
ACT0000970,HCP0013,2025-02-09,REP010,Email,Patient access,6,29.4,Neutral,False,False
ACT0000971,HCP0064,2025-04-25,REP008,In-person,Adherence support,45,66.9,Negative,False,False
ACT0000972,HCP0124,2024-09-24,REP020,Email,Clinical evidence,2,82.4,Positive,False,True
ACT0000973,HCP0118,2025-06-30,REP018,In-person,New indication,31,83.8,Neutral,False,False
ACT0000974,HCP0048,2025-03-04,REP003,Email,Adherence support,3,48.1,Neutral,False,True
ACT0000975,HCP0031,2025-01-08,REP023,In-person,Prior authorization,30,35.8,Neutral,False,False
ACT0000976,HCP0046,2024-01-06,REP022,Email,Dosing discussion,1,87.7,Positive,False,False
ACT0000977,HCP0099,2024-06-15,REP013,Phone,Prior authorization,48,74.2,Neutral,False,False
ACT0000978,HCP0088,2024-07-11,REP010,In-person,Clinical evidence,23,46.5,Positive,False,False
ACT0000979,HCP0091,2024-12-28,REP013,In-person,Clinical evidence,29,49.2,Negative,False,True
ACT0000980,HCP0083,2024-05-30,REP013,Video,Patient access,18,66.5,Neutral,False,True
ACT0000981,HCP0124,2024-08-12,REP008,Video,Dosing discussion,28,83.1,Negative,False,False
ACT0000982,HCP0111,2024-04-29,REP011,Phone,New indication,9,59.2,Neutral,False,False
ACT0000983,HCP0040,2024-06-08,REP010,Email,Dosing discussion,6,36.1,Positive,True,False
ACT0000984,HCP0098,2025-09-19,REP025,Video,New indication,9,27.8,Neutral,False,False
ACT0000985,HCP0107,2025-01-01,REP004,In-person,Dosing discussion,45,49.6,Neutral,False,False
ACT0000986,HCP0115,2025-11-21,REP002,Phone,New indication,22,49.2,Positive,False,True
ACT0000987,HCP0035,2024-02-04,REP004,Phone,Patient access,28,43.5,Neutral,False,False
ACT0000988,HCP0046,2024-11-30,REP004,In-person,Patient access,27,94.2,Positive,True,False
ACT0000989,HCP0058,2025-06-08,REP019,In-person,New indication,52,34.6,Positive,False,False
ACT0000990,HCP0064,2025-08-26,REP009,Video,Dosing discussion,45,51.1,Positive,False,True
ACT0000991,HCP0061,2025-07-13,REP013,Email,Patient access,5,100.0,Neutral,False,False
ACT0000992,HCP0116,2024-11-11,REP021,Email,Clinical evidence,4,49.9,Positive,False,False
ACT0000993,HCP0088,2025-12-21,REP020,Email,Prior authorization,1,65.6,Positive,False,False
ACT0000994,HCP0051,2024-06-28,REP023,Phone,Dosing discussion,16,94.2,Neutral,False,False
ACT0000995,HCP0031,2025-10-04,REP017,Email,Clinical evidence,3,63.6,Positive,False,False
ACT0000996,HCP0013,2025-12-30,REP020,Email,Adherence support,1,73.7,Negative,False,False
ACT0000997,HCP0043,2024-08-03,REP001,Phone,New indication,40,52.6,Positive,False,True
ACT0000998,HCP0115,2025-08-21,REP008,In-person,New indication,34,48.6,Neutral,False,False
ACT0000999,HCP0122,2024-08-10,REP013,In-person,Patient access,33,33.8,Positive,False,False
ACT0001000,HCP0104,2025-10-01,REP023,Email,New indication,5,61.7,Positive,False,True
ACT0001001,HCP0082,2024-11-20,REP014,Email,Dosing discussion,2,73.5,Neutral,False,True
ACT0001002,HCP0007,2024-09-21,REP019,Phone,New indication,12,100.0,Positive,False,True
ACT0001003,HCP0069,2025-06-13,REP004,In-person,New indication,23,55.2,Positive,False,True
ACT0001004,HCP0007,2024-06-15,REP020,Email,Dosing discussion,3,89.9,Neutral,False,False
ACT0001005,HCP0007,2024-01-30,REP024,Phone,Dosing discussion,22,84.7,Neutral,False,True
ACT0001006,HCP0039,2025-10-26,REP009,Email,Clinical evidence,2,51.2,Neutral,False,True
ACT0001007,HCP0125,2025-12-04,REP020,Email,Dosing discussion,4,66.6,Positive,False,False
ACT0001008,HCP0063,2024-02-03,REP006,Video,Adherence support,43,66.8,Negative,False,True
ACT0001009,HCP0096,2025-05-28,REP023,In-person,Adherence support,22,38.3,Positive,False,True
ACT0001010,HCP0100,2024-03-21,REP018,Email,Patient access,1,61.0,Negative,False,False
ACT0001011,HCP0123,2025-09-13,REP015,Email,Adherence support,3,49.1,Positive,False,False
ACT0001012,HCP0116,2024-06-18,REP015,In-person,Prior authorization,43,61.4,Positive,False,False
ACT0001013,HCP0043,2025-05-19,REP021,Email,Patient access,4,62.7,Neutral,False,False
ACT0001014,HCP0113,2024-05-06,REP007,In-person,Dosing discussion,47,65.0,Neutral,False,False
ACT0001015,HCP0016,2025-11-04,REP005,Email,Prior authorization,3,53.9,Neutral,True,True
ACT0001016,HCP0071,2024-07-12,REP016,Email,Prior authorization,1,44.8,Positive,True,False
ACT0001017,HCP0094,2025-08-20,REP022,Video,Prior authorization,44,30.6,Neutral,False,False
ACT0001018,HCP0096,2025-09-09,REP023,Conference,New indication,17,84.6,Positive,True,False
ACT0001019,HCP0093,2024-11-14,REP024,Conference,Clinical evidence,34,66.4,Positive,False,False
ACT0001020,HCP0106,2024-04-09,REP005,Email,Prior authorization,5,86.4,Positive,False,False
ACT0001021,HCP0109,2025-06-02,REP001,Email,Prior authorization,4,62.8,Neutral,False,True
ACT0001022,HCP0082,2024-02-16,REP006,Email,New indication,5,65.5,Neutral,False,False
ACT0001023,HCP0001,2025-11-19,REP017,Email,New indication,6,60.4,Neutral,False,False
ACT0001024,HCP0015,2024-09-29,REP011,Video,Adherence support,28,58.6,Positive,False,False
ACT0001025,HCP0074,2025-11-21,REP003,In-person,Adherence support,16,70.6,Neutral,True,False
ACT0001026,HCP0089,2024-01-17,REP010,Email,Adherence support,2,59.8,Positive,False,True
ACT0001027,HCP0018,2025-10-20,REP017,In-person,New indication,52,85.1,Neutral,False,False
ACT0001028,HCP0012,2024-04-16,REP002,In-person,Dosing discussion,10,93.7,Neutral,False,False
ACT0001029,HCP0060,2025-07-02,REP023,Email,Clinical evidence,5,92.0,Positive,False,False
ACT0001030,HCP0115,2024-10-07,REP011,Email,Adherence support,3,96.8,Neutral,True,True
ACT0001031,HCP0125,2025-04-08,REP005,Phone,Prior authorization,16,43.0,Positive,False,True
ACT0001032,HCP0025,2024-06-05,REP010,Phone,Prior authorization,25,90.0,Neutral,False,True
ACT0001033,HCP0094,2025-02-05,REP013,In-person,Adherence support,15,67.7,Neutral,True,False
ACT0001034,HCP0096,2025-03-04,REP020,Email,Dosing discussion,3,68.0,Positive,False,False
ACT0001035,HCP0034,2024-05-18,REP003,In-person,Dosing discussion,21,51.6,Positive,True,True
ACT0001036,HCP0104,2025-05-28,REP012,Email,Patient access,3,58.5,Positive,False,False
ACT0001037,HCP0079,2024-12-01,REP017,Phone,Adherence support,36,21.9,Positive,True,False
ACT0001038,HCP0116,2024-10-24,REP021,Email,Prior authorization,2,77.1,Positive,False,False
ACT0001039,HCP0061,2024-04-08,REP003,In-person,Prior authorization,28,61.9,Negative,False,False
ACT0001040,HCP0030,2024-02-20,REP003,Phone,New indication,36,55.6,Negative,False,False
ACT0001041,HCP0057,2024-04-22,REP025,Phone,Prior authorization,48,92.7,Positive,False,False
ACT0001042,HCP0045,2025-03-21,REP024,Email,Adherence support,5,66.2,Positive,False,True
ACT0001043,HCP0009,2024-04-25,REP009,Video,Prior authorization,54,47.5,Neutral,False,False
ACT0001044,HCP0012,2024-02-28,REP013,Email,New indication,5,65.6,Neutral,False,False
ACT0001045,HCP0081,2024-12-11,REP005,Email,Adherence support,4,100.0,Positive,True,False
ACT0001046,HCP0077,2025-08-03,REP020,Email,Adherence support,4,63.4,Positive,True,False
ACT0001047,HCP0077,2024-03-04,REP024,In-person,Patient access,8,82.1,Neutral,False,True
ACT0001048,HCP0029,2025-02-23,REP013,Phone,Prior authorization,33,51.6,Positive,False,True
ACT0001049,HCP0012,2025-09-20,REP017,Email,Prior authorization,2,75.9,Neutral,True,False
ACT0001050,HCP0108,2025-11-05,REP017,Phone,Prior authorization,37,70.1,Neutral,False,False
ACT0001051,HCP0017,2025-10-24,REP013,Conference,New indication,27,66.0,Negative,True,True
ACT0001052,HCP0113,2025-10-25,REP011,Phone,Adherence support,29,56.2,Neutral,False,False
ACT0001053,HCP0058,2025-05-09,REP019,Email,Patient access,1,60.3,Positive,False,False
ACT0001054,HCP0063,2025-07-09,REP008,In-person,Clinical evidence,13,28.3,Neutral,False,True
ACT0001055,HCP0068,2025-01-13,REP022,In-person,Prior authorization,37,33.7,Negative,True,True
ACT0001056,HCP0092,2025-06-03,REP011,In-person,Clinical evidence,13,34.8,Neutral,True,True
ACT0001057,HCP0024,2025-11-28,REP021,In-person,Adherence support,43,35.5,Neutral,False,True
ACT0001058,HCP0016,2024-05-10,REP012,Email,New indication,3,60.3,Positive,False,False
ACT0001059,HCP0104,2024-08-23,REP009,In-person,Prior authorization,30,55.9,Positive,False,False
ACT0001060,HCP0012,2025-01-19,REP003,In-person,Prior authorization,52,44.9,Neutral,False,False
ACT0001061,HCP0089,2025-03-17,REP010,Email,Dosing discussion,6,90.0,Positive,False,True
ACT0001062,HCP0009,2025-09-10,REP018,Video,New indication,10,60.5,Positive,False,True
ACT0001063,HCP0029,2025-08-06,REP014,In-person,Clinical evidence,37,83.7,Neutral,False,False
ACT0001064,HCP0082,2024-07-09,REP016,Phone,Prior authorization,39,36.4,Negative,False,False
ACT0001065,HCP0101,2025-06-22,REP015,In-person,Adherence support,29,74.3,Neutral,False,False
ACT0001066,HCP0012,2024-01-21,REP012,Video,Prior authorization,16,85.6,Neutral,False,True
ACT0001067,HCP0074,2025-09-08,REP008,Phone,Dosing discussion,33,73.9,Positive,False,True
ACT0001068,HCP0003,2024-09-09,REP005,Email,Patient access,4,57.0,Neutral,False,False
ACT0001069,HCP0040,2024-06-19,REP004,Phone,Adherence support,20,60.2,Positive,False,False
ACT0001070,HCP0106,2024-10-18,REP019,Video,Dosing discussion,14,72.7,Positive,True,True
ACT0001071,HCP0104,2025-08-09,REP011,Phone,New indication,8,67.0,Neutral,False,False
ACT0001072,HCP0064,2025-11-29,REP002,Conference,Adherence support,53,87.7,Positive,False,False
ACT0001073,HCP0065,2024-01-26,REP021,Phone,New indication,14,47.1,Positive,False,True
ACT0001074,HCP0026,2025-08-07,REP010,Email,Patient access,1,85.1,Positive,True,False
ACT0001075,HCP0055,2025-02-07,REP007,In-person,Clinical evidence,35,71.8,Neutral,False,True
ACT0001076,HCP0013,2024-05-25,REP012,In-person,Patient access,33,69.9,Neutral,False,False
ACT0001077,HCP0002,2024-01-08,REP010,Phone,Prior authorization,38,62.3,Neutral,True,True
ACT0001078,HCP0029,2024-10-04,REP011,In-person,Patient access,15,87.1,Positive,False,False
ACT0001079,HCP0103,2024-09-12,REP007,In-person,Clinical evidence,13,48.2,Positive,False,False
ACT0001080,HCP0052,2025-08-16,REP001,In-person,Clinical evidence,33,42.9,Positive,True,True
ACT0001081,HCP0035,2025-02-27,REP016,In-person,Dosing discussion,28,66.4,Neutral,False,False
ACT0001082,HCP0013,2025-07-13,REP019,Email,Clinical evidence,1,52.1,Neutral,False,False
ACT0001083,HCP0037,2025-06-03,REP024,In-person,Adherence support,37,71.8,Negative,True,False
ACT0001084,HCP0056,2024-07-16,REP004,Video,Patient access,53,100.0,Neutral,False,False
ACT0001085,HCP0105,2024-12-30,REP005,In-person,Prior authorization,28,67.4,Neutral,False,False
ACT0001086,HCP0018,2025-07-04,REP011,Conference,Patient access,42,69.9,Positive,False,False
ACT0001087,HCP0011,2025-11-24,REP020,Phone,Prior authorization,40,97.5,Positive,False,True
ACT0001088,HCP0008,2024-11-13,REP016,Email,Dosing discussion,6,73.6,Neutral,False,False
ACT0001089,HCP0120,2025-01-08,REP017,Email,Patient access,4,87.1,Positive,False,False
ACT0001090,HCP0121,2024-08-15,REP014,In-person,Dosing discussion,50,60.5,Neutral,False,False
ACT0001091,HCP0042,2024-02-22,REP025,Phone,Dosing discussion,23,64.7,Negative,False,True
ACT0001092,HCP0042,2024-08-15,REP010,In-person,New indication,24,52.5,Positive,False,False
ACT0001093,HCP0042,2024-05-12,REP003,Video,Adherence support,45,75.0,Positive,False,True
ACT0001094,HCP0013,2025-04-14,REP012,Video,Patient access,40,75.5,Positive,True,False
ACT0001095,HCP0088,2025-09-09,REP023,Phone,Dosing discussion,19,80.1,Neutral,False,False
ACT0001096,HCP0123,2025-02-24,REP014,Phone,Clinical evidence,15,74.4,Neutral,False,True
ACT0001097,HCP0046,2025-11-21,REP021,In-person,New indication,35,63.1,Neutral,False,False
ACT0001098,HCP0031,2024-09-28,REP018,In-person,Prior authorization,43,76.9,Positive,False,True
ACT0001099,HCP0034,2025-05-04,REP023,In-person,Prior authorization,49,95.4,Positive,False,False
ACT0001100,HCP0031,2024-04-17,REP016,Email,Adherence support,3,68.5,Neutral,True,False
ACT0001101,HCP0020,2025-06-27,REP019,Email,Prior authorization,3,39.3,Negative,True,True
ACT0001102,HCP0094,2024-09-07,REP016,Phone,Patient access,43,46.2,Positive,True,False
ACT0001103,HCP0042,2025-03-28,REP008,Phone,Patient access,27,70.8,Neutral,False,False
ACT0001104,HCP0065,2024-05-05,REP001,In-person,New indication,44,48.7,Neutral,False,True
ACT0001105,HCP0122,2025-04-11,REP011,Email,Clinical evidence,6,55.9,Neutral,False,True
ACT0001106,HCP0051,2025-06-06,REP024,Phone,Adherence support,50,55.4,Neutral,False,False
ACT0001107,HCP0017,2025-10-30,REP003,In-person,Adherence support,30,73.9,Neutral,False,False
ACT0001108,HCP0024,2024-04-15,REP007,In-person,Clinical evidence,33,97.7,Positive,False,False
ACT0001109,HCP0118,2024-11-14,REP001,Phone,New indication,38,36.2,Neutral,False,False
ACT0001110,HCP0089,2025-01-10,REP011,Email,Clinical evidence,3,86.5,Neutral,False,False
ACT0001111,HCP0072,2025-05-02,REP024,In-person,Clinical evidence,32,85.6,Positive,False,False
ACT0001112,HCP0014,2024-04-03,REP011,In-person,Dosing discussion,35,71.3,Positive,False,False
ACT0001113,HCP0085,2025-05-07,REP021,Email,Dosing discussion,6,61.8,Neutral,False,False
ACT0001114,HCP0015,2024-04-06,REP015,Email,New indication,5,81.2,Neutral,False,False
ACT0001115,HCP0100,2024-10-16,REP003,In-person,Dosing discussion,11,67.1,Positive,False,True
ACT0001116,HCP0044,2024-06-24,REP008,Video,Clinical evidence,32,62.8,Neutral,False,True
ACT0001117,HCP0006,2024-11-23,REP012,Email,Adherence support,2,29.8,Neutral,True,False
ACT0001118,HCP0108,2024-11-29,REP008,Video,Patient access,41,75.2,Positive,False,False
ACT0001119,HCP0122,2024-08-22,REP008,Video,Clinical evidence,22,93.9,Neutral,False,True
ACT0001120,HCP0089,2025-08-10,REP016,Email,Prior authorization,4,38.1,Neutral,False,False
ACT0001121,HCP0095,2025-11-28,REP008,In-person,Clinical evidence,13,48.3,Neutral,False,False
ACT0001122,HCP0057,2025-12-20,REP022,Email,Patient access,6,56.6,Positive,False,False
ACT0001123,HCP0101,2024-04-06,REP023,Phone,Patient access,24,60.4,Positive,False,False
ACT0001124,HCP0025,2025-02-28,REP001,In-person,Adherence support,34,51.6,Positive,False,True
ACT0001125,HCP0054,2024-07-04,REP025,In-person,Patient access,11,91.3,Neutral,False,False
ACT0001126,HCP0114,2025-11-10,REP015,In-person,Dosing discussion,28,100.0,Positive,False,False
ACT0001127,HCP0075,2025-07-18,REP011,Phone,Clinical evidence,9,70.4,Neutral,False,False
ACT0001128,HCP0077,2025-09-14,REP014,Email,Clinical evidence,2,52.7,Neutral,False,False
ACT0001129,HCP0071,2024-09-07,REP021,Conference,Adherence support,25,69.2,Positive,False,True
ACT0001130,HCP0020,2024-04-13,REP004,Email,Prior authorization,6,43.5,Negative,True,True
ACT0001131,HCP0013,2025-05-21,REP005,In-person,Adherence support,31,61.7,Neutral,True,True
ACT0001132,HCP0007,2025-03-10,REP002,Video,Patient access,12,76.9,Negative,False,False
ACT0001133,HCP0025,2025-06-15,REP020,Conference,Dosing discussion,50,79.0,Positive,False,False
ACT0001134,HCP0021,2024-10-05,REP020,Phone,Clinical evidence,30,77.1,Positive,False,False
ACT0001135,HCP0097,2025-02-08,REP002,Video,New indication,26,56.5,Positive,False,False
ACT0001136,HCP0078,2024-02-20,REP021,Email,Adherence support,5,68.6,Negative,False,False
ACT0001137,HCP0062,2024-10-25,REP009,In-person,Dosing discussion,45,58.9,Positive,False,True
ACT0001138,HCP0047,2025-04-26,REP002,In-person,New indication,41,83.5,Neutral,False,False
ACT0001139,HCP0024,2025-05-27,REP015,Email,Dosing discussion,6,74.3,Positive,False,True
ACT0001140,HCP0084,2024-10-22,REP017,Conference,Dosing discussion,52,99.1,Positive,False,False
ACT0001141,HCP0108,2024-01-08,REP002,In-person,Adherence support,29,72.5,Neutral,False,False
ACT0001142,HCP0073,2024-11-05,REP007,Video,New indication,29,48.8,Positive,True,False
ACT0001143,HCP0022,2025-06-01,REP003,In-person,Adherence support,10,41.7,Positive,False,False
ACT0001144,HCP0059,2024-03-22,REP006,Email,Patient access,1,69.1,Neutral,True,False
ACT0001145,HCP0116,2025-02-25,REP008,Email,Patient access,6,19.3,Neutral,False,False
ACT0001146,HCP0093,2025-11-23,REP023,In-person,Clinical evidence,21,57.8,Positive,False,False
ACT0001147,HCP0095,2025-09-08,REP012,In-person,New indication,37,54.3,Positive,True,False
ACT0001148,HCP0032,2024-05-25,REP016,In-person,Prior authorization,46,49.9,Neutral,False,False
ACT0001149,HCP0102,2025-06-25,REP006,Phone,Clinical evidence,18,68.7,Negative,False,False
